track_name,track_artist,track_popularity,playlist_genre,energy,danceability,valence,acousticness,loudness,tempo,popularity_tier
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",72,electronic,0.81,0.572,0.11,0.0157,-5.791,126.052,high
Dynamite,Taio Cruz,72,electronic,0.781,0.751,0.814,0.0039,-3.724,119.977,high
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",72,electronic,0.586,0.799,0.549,0.162,-6.735,120.97,high
Breaking Me,"Topic, A7S",72,electronic,0.72,0.789,0.664,0.223,-5.652,122.031,high
The Business,Tiësto,72,electronic,0.62,0.798,0.235,0.414,-7.079,120.031,high
Stay,"Zedd, Alessia Cara",73,electronic,0.622,0.69,0.544,0.253,-5.025,102.04,high
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",72,electronic,0.736,0.75,0.355,0.0202,-4.168,130.011,high
Roses,"The Chainsmokers, ROZES",71,electronic,0.802,0.713,0.343,0.0435,-7.055,100.001,high
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",71,electronic,0.906,0.711,0.824,0.00952,-2.671,125.916,high
Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",71,electronic,0.921,0.691,0.8,0.173,-1.702,130.072,high
Around the World,Daft Punk,71,electronic,0.795,0.956,0.841,0.00356,-5.311,121.294,high
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",70,electronic,0.833,0.551,0.145,0.0391,-5.217,129.885,high
I'm an Albatraoz,"AronChupa, Little Sis Nora",70,electronic,0.817,0.883,0.595,0.601,-5.414,128.078,high
Heroes (we could be),"Alesso, Tove Lo",70,electronic,0.748,0.503,0.356,0.0305,-4.124,125.896,high
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",70,electronic,0.392,0.599,0.26,0.378,-6.869,75.066,high
Let Me Go,Daniel Caesar,70,soul,0.473,0.591,0.451,0.694,-8.122,152.88,high
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",88,gaming,0.882,0.569,0.201,0.0316,-2.777,148.038,high
Slow It Down,Benson Boone,87,gaming,0.583,0.432,0.544,0.174,-4.682,181.489,high
Big Dawgs,"Hanumankind, Kalmi",85,gaming,0.745,0.464,0.262,0.0235,-3.202,180.098,high
I'm Good (Blue),"David Guetta, Bebe Rexha",85,gaming,0.965,0.561,0.304,0.00383,-3.673,128.04,high
Romantic Homicide,d4vd,85,gaming,0.544,0.571,0.216,0.453,-10.613,132.052,high
New Woman (feat. ROSALÍA),"LISA, ROSALÍA",85,gaming,0.854,0.477,0.314,0.0858,-4.715,140.515,high
i like the way you kiss me,Artemas,84,gaming,0.946,0.599,0.747,0.000938,-4.263,151.647,high
Ransom,Lil Tecca,84,gaming,0.642,0.745,0.226,0.0204,-6.257,179.974,high
KEEP UP,Odetari,84,gaming,0.829,0.476,0.505,0.0172,-3.806,139.198,high
one of wun,Gunna,84,gaming,0.453,0.915,0.287,0.0872,-4.589,139.943,high
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",83,gaming,0.787,0.704,0.31,0.00926,-6.751,119.996,high
Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",83,gaming,0.618,0.853,0.32,0.633,-10.833,126.031,high
I Can Do It With a Broken Heart,Taylor Swift,83,gaming,0.751,0.701,0.22,0.123,-8.39,129.994,high
Apple,Charli xcx,83,gaming,0.957,0.804,0.962,0.125,-5.452,126.035,high
Hope,XXXTENTACION,82,gaming,0.457,0.592,0.225,0.661,-6.081,146.04,high
Happier,"Marshmello, Bastille",82,gaming,0.792,0.687,0.671,0.191,-2.749,100.011,high
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",82,gaming,0.522,0.755,0.925,0.533,-4.368,89.96,high
fukumean,Gunna,82,gaming,0.622,0.847,0.22,0.119,-6.747,130.001,high
redrum,21 Savage,81,gaming,0.733,0.625,0.244,0.00598,-8.757,172.09,high
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",82,gaming,0.642,0.463,0.339,0.314,-4.474,83.389,high
Miles On It,"Marshmello, Kane Brown",81,gaming,0.761,0.634,0.785,0.00537,-4.752,129.963,high
Moonlight,XXXTENTACION,81,gaming,0.537,0.921,0.711,0.556,-5.723,128.009,high
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",81,gaming,0.745,0.808,0.829,0.145,-5.26,165.995,high
Addicted,"Zerb, The Chainsmokers, Ink",81,gaming,0.741,0.771,0.19,0.0245,-7.132,120.064,high
on one tonight,Gunna,82,gaming,0.727,0.887,0.932,0.381,-4.318,130.035,high
Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",81,gaming,0.95,0.673,0.563,0.0229,-5.149,150.019,high
360,Charli xcx,81,gaming,0.62,0.857,0.796,0.646,-8.13,120.042,high
Houdini,Eminem,81,gaming,0.887,0.936,0.889,0.0292,-2.76,127.003,high
The Box,Roddy Ricch,81,gaming,0.586,0.896,0.642,0.104,-6.687,116.971,high
Lovin On Me,Jack Harlow,81,gaming,0.558,0.943,0.606,0.0026,-4.911,104.983,high
XO Tour Llif3,Lil Uzi Vert,81,gaming,0.75,0.732,0.401,0.00264,-6.366,155.096,high
Where Are You Now,"Lost Frequencies, Calum Scott",81,gaming,0.632,0.762,0.282,0.51,-8.312,121.031,high
2055,Sleepy Hallow,80,gaming,0.512,0.829,0.638,0.492,-5.865,80.511,high
Mood (feat. iann dior),"24kGoldn, iann dior",80,gaming,0.716,0.701,0.732,0.174,-3.671,91.007,high
SLAY!,Eternxlkz,80,gaming,0.773,0.681,0.504,0.0863,-4.706,129.923,high
You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",79,gaming,0.797,0.702,0.0356,0.583,-6.635,122.011,high
Sprinter,"Dave, Central Cee",79,gaming,0.681,0.918,0.706,0.263,-4.705,139.057,high
Somedays,"Sonny Fodera, Jazzy, D.O.D",79,gaming,0.753,0.671,0.543,0.019,-6.045,127.926,high
Back On 74,Jungle,79,gaming,0.761,0.62,0.194,0.207,-7.282,146.003,high
DEVIL IS A LIE,Tommy Richman,78,gaming,0.452,0.904,0.613,0.174,-7.272,90.026,high
Whatever She Wants,Bryson Tiller,78,gaming,0.512,0.803,0.435,0.128,-6.871,96.02,high
euphoria,Kendrick Lamar,78,gaming,0.643,0.831,0.142,0.046,-5.002,139.948,high
Push Up - Main Edit,Creeds,77,gaming,0.83,0.767,0.187,0.209,-8.78,75.023,high
Strangers,Kenya Grace,77,gaming,0.523,0.628,0.416,0.701,-8.307,169.982,high
BACKBONE,"Chase & Status, Stormzy",77,gaming,0.934,0.777,0.637,0.285,-0.959,88.009,high
FUNKED UP - SLOWED,"xxanteria, isq",77,gaming,0.927,0.755,0.702,0.00288,0.254,109.952,high
Montagem Mysterious Game,LXNGVX,77,gaming,0.64,0.537,0.222,0.146,-10.441,130.051,high
TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde",77,gaming,0.963,0.817,0.502,0.0683,-3.318,130.028,high
Paint The Town Red,Doja Cat,77,gaming,0.556,0.864,0.726,0.255,-7.683,99.974,high
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",77,gaming,0.803,0.877,0.795,0.734,-3.195,130.028,high
Doja,Central Cee,77,gaming,0.573,0.911,0.972,0.38,-7.43,140.04,high
Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",77,gaming,0.629,0.848,0.586,0.016,-6.198,130.017,high
Whatever,"Kygo, Ava Max",76,gaming,0.777,0.58,0.589,0.104,-5.69,108.005,high
ONE CALL,Rich Amiri,76,gaming,0.539,0.65,0.253,0.00617,-7.281,158.105,high
IDGAF (feat. Yeat),"Drake, Yeat",76,gaming,0.672,0.673,0.14,0.0466,-8.577,136.902,high
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",76,gaming,0.818,0.687,0.886,0.0112,-4.221,125.952,high
Agora Hills,Doja Cat,76,gaming,0.687,0.755,0.381,0.183,-6.247,123.01,high
CUTE DEPRESSED,Dyan Dxddy,76,gaming,0.919,0.83,0.848,0.503,-2.12,151.221,high
BRODYAGA FUNK,Eternxlkz,75,gaming,0.738,0.593,0.591,0.269,-2.956,130.0,high
